"scientific_name","common_name","genus","category","family","order","production_sector","broad_category","nutrient","value"
"sphyraena obtusata","obtuse barracuda","sphyraena","Pelagic Fish","sphyraenidae","perciformes","import","Marine areas","Vitamin B12",2.63333333333333
"stolephorus","stolephorus anchovies nei","stolephorus","Pelagic Fish","engraulidae","clupeiformes","import","Marine areas","Vitamin B12",2.66666666666667
"thunnus tonggol","longtail tuna","thunnus","Pelagic Fish","scombridae","perciformes","import","Marine areas","Vitamin B12",3.64297297297297
"trachinotus blochii","snubnose pompano","trachinotus","Pelagic Fish","carangidae","perciformes","import","Marine areas","Vitamin B12",1.3
"trachurus mediterraneus","mediterranean horse mackerel","trachurus","Pelagic Fish","carangidae","perciformes","import","Marine areas","Vitamin B12",7.488
"trachurus murphyi","chilean jack mackerel","trachurus","Pelagic Fish","carangidae","perciformes","import","Marine areas","Vitamin B12",7.488
"loligo gahi","patagonian squid","loligo","Cephalopods","loliginidae","cephalopoda","Capture production","Marine areas","Vitamin B12",3.58133333333333
"paralithodes platypus","blue king crab","paralithodes","Crustaceans","lithodidae","decapoda","import","Marine areas","Vitamin B12",8.35
"conger orbignyanus","argentine conger","conger","Demersal Fish","congridae","anguilliformes","Capture production","Marine areas","Vitamin B12",2.4
"cynoscion guatucupa","stripped weakfish","cynoscion","Demersal Fish","sciaenidae","percoidei","Capture production","Marine areas","Vitamin B12",3
"micropogonias furnieri","whitemouth croaker","micropogonias","Demersal Fish","sciaenidae","percoidei","Capture production","Marine areas","Vitamin B12",2.5
"mustelus schmitti","narrownose smooth-hound","mustelus","Demersal Fish","triakidae","carcharhiniformes","Capture production","Marine areas","Vitamin B12",0.6
"paralichthys spp","bastard halibuts nei","paralichthys","Demersal Fish","paralichthyidae","pleuronectiformes","Capture production","Marine areas","Vitamin B12",1.2
"seriolella porosa","choicy ruff","seriolella","Demersal Fish","centrolophidae","stromateoidei, anabantoidei","Capture production","Marine areas","Vitamin B12",1.8
"acipenser baerii","siberian sturgeon","acipenser","Freshwater Fish","acipenseridae","acipenseriformes","Aquaculture production","Inland waters","Vitamin B12",2.35285714285714
"mytilus platensis","river plata mussel","mytilus","Moluscs; Other","mytilidae","bivalvia","Aquaculture production","Marine areas","Vitamin B12",11.1444444444444
"engraulis anchoita","argentine anchovy","engraulis","Pelagic Fish","engraulidae","clupeiformes","Capture production","Marine areas","Vitamin B12",0.824444444444444
"peprilus paru","american harvestfish","peprilus","Pelagic Fish","stromateidae","stromateoidei, anabantoidei","Capture production","Marine areas","Vitamin B12",1.9
"trachurus lathami","rough scad","trachurus","Pelagic Fish","carangidae","percoidei","Capture production","Marine areas","Vitamin B12",7.488
"coregonus spp","whitefishes nei","coregonus","Freshwater Fish","coregonidae","salmoniformes","Capture production","Inland waters","Vitamin B12",1.82
"salmo spp","trouts nei","salmo","Freshwater Fish","salmonidae","salmoniformes","Aquaculture production","Inland waters","Vitamin B12",4.49098591549296
"acetes japonicus","akiami paste shrimp","acetes","Crustaceans","sergestidae","decapoda","import","Marine areas","Vitamin B12",2.2
"jasus verreauxi","green rock lobster","jasus","Crustaceans","palinuridae","reptantia","Capture production","Marine areas","Vitamin B12",1.42
"panulirus spp","tropical spiny lobsters nei","panulirus","Crustaceans","palinuridae","reptantia","Capture production","Marine areas","Vitamin B12",0.3
"penaeus spp","penaeus shrimps nei","penaeus","Crustaceans","penaeidae","natantia","Aquaculture production","Marine areas","Vitamin B12",2.15375
"arripis georgianus","ruff","arripis","Demersal Fish","arripidae","percoidei","Capture production","Marine areas","Vitamin B12",1.6
"beryx spp","alfonsinos nei","beryx","Demersal Fish","berycidae","beryciformes","Capture production","Marine areas","Vitamin B12",1.1
"girella tricuspidata","parore","girella","Demersal Fish","kyphosidae","percoidei","Capture production","Marine areas","Vitamin B12",1.8
"mustelus antarcticus","gummy shark","mustelus","Demersal Fish","triakidae","carcharhiniformes","Capture production","Marine areas","Vitamin B12",0.6
"nemadactylus spp","morwongs","nemadactylus","Demersal Fish","cheilodactylidae","percoidei","Capture production","Marine areas","Vitamin B12",1.565
"anguilla australis","short-finned eel","anguilla","Freshwater Fish","anguillidae","anguilliformes","Capture production","Marine areas","Vitamin B12",3.10625
"crassostrea iredalei","slipper cupped oyster","crassostrea","Moluscs; Other","ostreidae","ostreoida","import","Marine areas","Vitamin B12",8.75
"haliotis iris","rainbow abalone","haliotis","Moluscs; Other","haliotidae","patellogastropoda","import","Marine areas","Vitamin B12",2.94125
"haliotis rubra","blacklip abalone","haliotis","Moluscs; Other","haliotidae","gastropoda","Capture production","Marine areas","Vitamin B12",2.94125
"haliotis rufescens","red abalone","haliotis","Moluscs; Other","haliotidae","patellogastropoda","import","Marine areas","Vitamin B12",2.94125
"mytilus coruscus","korean mussel","mytilus","Moluscs; Other","mytilidae","mytiloida","import","Marine areas","Vitamin B12",11.1444444444444
"leiognathus","ponyfishes(=slipmouths)","leiognathus","Pelagic Fish","leiognathidae","perciformes","import","Marine areas","Vitamin B12",8.1
"makaira indica","black marlin","makaira","Pelagic Fish","istiophoridae","scombroidei","Capture production","Marine areas","Vitamin B12",1.5
"scomberomorus semifasciatus","broad-barred king mackerel","scomberomorus","Pelagic Fish","scombridae","scombroidei","Capture production","Marine areas","Vitamin B12",5.18928571428571
"tetrapturus angustirostris","shortbill spearfish","tetrapturus","Pelagic Fish","istiophoridae","scombroidei","Capture production","Marine areas","Vitamin B12",4.3
"trachurus declivis","greenback horse mackerel","trachurus","Pelagic Fish","carangidae","percoidei","Capture production","Marine areas","Vitamin B12",7.488
"patinopecten caurinus","weathervane scallop","patinopecten","Moluscs; Other","pectinidae","ostreoida","import","Marine areas","Vitamin B12",1.13
"merluccius senegalensis","senegalese hake","merluccius","Demersal Fish","merlucciidae","gadiformes","import","Marine areas","Vitamin B12",0.997142857142857
"polydactylus quadrifilis","giant african threadfin","polydactylus","Demersal Fish","polynemidae","percoidei","Capture production","Marine areas","Vitamin B12",3.55714285714286
"penaeus indicus","indian white prawn","penaeus","Crustaceans","penaeidae","natantia","Aquaculture production","Marine areas","Vitamin B12",2.15375
"scomberomorus spp","seerfishes nei","scomberomorus","Pelagic Fish","scombridae","scombroidei","Capture production","Marine areas","Vitamin B12",5.18928571428571
"dasyatis pastinaca","common stingray","dasyatis","Demersal Fish","dasyatidae","rajiformes","Capture production","Marine areas","Vitamin B12",2.525
"acipenser ruthenus","sterlet sturgeon","acipenser","Freshwater Fish","acipenseridae","acipenseriformes","Aquaculture production","Inland waters","Vitamin B12",2.35285714285714
"acipenser stellatus","starry sturgeon","acipenser","Freshwater Fish","acipenseridae","acipenseriformes","Aquaculture production","Inland waters","Vitamin B12",2.35285714285714
"alosa pontica","pontic shad","alosa","Freshwater Fish","clupeidae","clupeiformes","Capture production","Inland waters","Vitamin B12",0.146666666666667
"alosa immaculata","pontic shad","alosa","Pelagic Fish","clupeidae","clupeiformes","import","Marine areas","Vitamin B12",0.146666666666667
"sphyraena putnamae","sawtooth barracuda","sphyraena","Pelagic Fish","sphyraenidae","other perciformes","Capture production","Marine areas","Vitamin B12",2.63333333333333
"trachurus spp","jack and horse mackerels nei","trachurus","Pelagic Fish","carangidae","percoidei","Capture production","Marine areas","Vitamin B12",7.488
"epinephelus striatus","nassau grouper","epinephelus","Demersal Fish","serranidae","percoidei","Capture production","Marine areas","Vitamin B12",1.42625
"merluccius spp","hakes nei","merluccius","Demersal Fish","merlucciidae","gadiformes","Capture production","Marine areas","Vitamin B12",0.997142857142857
"cephalopholis fulva","coney","cephalopholis","Demersal Fish","serranidae","percoidei","Capture production","Marine areas","Vitamin B12",1
"tetrapturus albidus","atlantic white marlin","tetrapturus","Pelagic Fish","istiophoridae","scombroidei","Capture production","Marine areas","Vitamin B12",4.3
"callinectes danae","dana swimcrab","callinectes","Crustaceans","portunidae","brachyura","Capture production","Marine areas","Vitamin B12",8.12571428571429
"penaeus brasiliensis","redspotted shrimp","penaeus","Crustaceans","penaeidae","natantia","Capture production","Marine areas","Vitamin B12",2.15375
"penaeus schmitti","southern white shrimp","penaeus","Crustaceans","penaeidae","natantia","Capture production","Marine areas","Vitamin B12",2.15375
"cynoscion acoupa","acoupa weakfish","cynoscion","Demersal Fish","sciaenidae","percoidei","Capture production","Marine areas","Vitamin B12",3
"cynoscion jamaicensis","jamaica weakfish","cynoscion","Demersal Fish","sciaenidae","percoidei","Capture production","Marine areas","Vitamin B12",3
"cynoscion leiarchus","smooth weakfish","cynoscion","Demersal Fish","sciaenidae","percoidei","Capture production","Marine areas","Vitamin B12",3
"cynoscion spp","weakfishes nei","cynoscion","Demersal Fish","sciaenidae","percoidei","Capture production","Marine areas","Vitamin B12",3
"cynoscion virescens","green weakfish","cynoscion","Demersal Fish","sciaenidae","percoidei","Capture production","Marine areas","Vitamin B12",3
"lophius gastrophysus","blackfin goosefish","lophius","Demersal Fish","lophiidae","lophiiformes","Capture production","Marine areas","Vitamin B12",1.05
"lutjanus purpureus","southern red snapper","lutjanus","Demersal Fish","lutjanidae","percoidei","Capture production","Marine areas","Vitamin B12",2.35
"crassostrea spp","cupped oysters nei","crassostrea","Moluscs; Other","ostreidae","bivalvia","Aquaculture production","Marine areas","Vitamin B12",8.75
"perna perna","south american rock mussel","perna","Moluscs; Other","mytilidae","bivalvia","Aquaculture production","Marine areas","Vitamin B12",7.55333333333333
"sardinella brasiliensis","brazilian sardinella","sardinella","Pelagic Fish","clupeidae","clupeiformes","Capture production","Marine areas","Vitamin B12",7.69193548387097
"scomberomorus brasiliensis","serra spanish mackerel","scomberomorus","Pelagic Fish","scombridae","scombroidei","Capture production","Marine areas","Vitamin B12",5.18928571428571
"seriola spp","amberjacks nei","seriola","Pelagic Fish","carangidae","percoidei","Capture production","Marine areas","Vitamin B12",3.675
"tetrapturus pfluegeri","longbill spearfish","tetrapturus","Pelagic Fish","istiophoridae","scombroidei","Capture production","Marine areas","Vitamin B12",4.3
"trachinotus spp","pompanos nei","trachinotus","Pelagic Fish","carangidae","percoidei","Capture production","Marine areas","Vitamin B12",1.3
"penaeus stylirostris","blue shrimp","penaeus","Crustaceans","penaeidae","natantia","Aquaculture production","Marine areas","Vitamin B12",2.15375
"cancer irroratus","atlantic rock crab","cancer","Crustaceans","cancridae","brachyura","Capture production","Marine areas","Vitamin B12",5.85454545454545
"ammodytes spp","sandeels(=sandlances) nei","ammodytes","Demersal Fish","ammodytidae","trachinoidei","Capture production","Marine areas","Vitamin B12",7.65
"anarhichas spp","wolffishes(=catfishes) nei","anarhichas","Demersal Fish","anarhichadidae","zoarcoidei","Capture production","Marine areas","Vitamin B12",2.03
"sebastes spp","atlantic redfishes nei","sebastes","Demersal Fish","scorpaenidae","scorpaeniformes","Capture production","Marine areas","Vitamin B12",1.5325
"hypomesus olidus","pond smelt","hypomesus","Freshwater Fish","osmeridae","salmoniformes","Capture production","Inland waters","Vitamin B12",8.5
"salvelinus spp","chars nei","salvelinus","Freshwater Fish","salmonidae","salmoniformes","Capture production","Marine areas","Vitamin B12",4.15714285714286
"haliotis gigantea","giant abalone","haliotis","Moluscs; Other","haliotidae","patellogastropoda","import","Marine areas","Vitamin B12",2.94125
"porphyra spp","nori nei","porphyra","Aquatic Plants","bangiaceae","rhodophyceae","Capture production","Marine areas","Vitamin B12",2.9
"cancer edwardsii","mola rock crab","cancer","Crustaceans","cancridae","brachyura","Capture production","Marine areas","Vitamin B12",5.85454545454545
"jasus frontalis","juan fernandez rock lobster","jasus","Crustaceans","palinuridae","reptantia","Capture production","Marine areas","Vitamin B12",1.42
"genypterus chilensis","red cusk-eel","genypterus","Demersal Fish","ophidiidae","ophidiiformes","Capture production","Marine areas","Vitamin B12",1.3
"genypterus maculatus","black cusk-eel","genypterus","Demersal Fish","ophidiidae","ophidiiformes","Capture production","Marine areas","Vitamin B12",1.3
"merluccius gayi","south pacific hake","merluccius","Demersal Fish","merlucciidae","gadiformes","Capture production","Marine areas","Vitamin B12",0.997142857142857
"seriolella spp","warehou nei","seriolella","Demersal Fish","centrolophidae","stromateoidei, anabantoidei","Capture production","Marine areas","Vitamin B12",1.8
"crassostrea rhizophorae","mangrove cupped oyster","crassostrea","Moluscs; Other","ostreidae","ostreoida","import","Marine areas","Vitamin B12",8.75
"haliotis discus","japanese abalone","haliotis","Moluscs; Other","haliotidae","gastropoda","Aquaculture production","Marine areas","Vitamin B12",2.94125
"rhopilema spp","jellyfishes nei","rhopilema","Aquatic Animals; Others","rhizostomidae","scyphozoa","Aquaculture production","Marine areas","Vitamin B12",0.2
"laminaria japonica","japanese kelp","laminaria","Aquatic Plants","laminariaceae","phaeophyceae","Aquaculture production","Marine areas","Vitamin B12",0.44
"panulirus ornatus","ornate spiny lobster","panulirus","Crustaceans","palinuridae","decapoda","import","Marine areas","Vitamin B12",0.3
"penaeus chinensis","fleshy prawn","penaeus","Crustaceans","penaeidae","natantia","Aquaculture production","Marine areas","Vitamin B12",2.15375
